Epos Code,Description,RRP,COST,WEBSITE,TRADE,ENGINEER,MERCHANT,STAFF,AMAZON,EBAY,Brand,RowStatus
FRANKE-133.0259.530,Franke Indices CHROME : HOT - 133.0259.530,5.73,3.82,7.85,6.67,7.85,5.30,4.20,7.85,7.85,Franke,
FRANKE-133.0259.753,Franke Indices CHROME : COLD - 133.0259.753,5.73,3.82,7.85,6.67,7.85,5.30,4.20,7.85,7.85,Franke,
FRANKE-133.0259.754,Franke Indices CHROME : FILTER - 133.0259.754,5.73,3.82,7.85,6.67,7.85,5.30,4.20,7.85,7.85,Franke,
FRANKE-133.0259.755,Franke Indices SILKSTEEL : HOT - 133.0259.755,7.65,5.10,9.59,8.15,9.59,6.71,5.61,9.59,9.59,Franke,
FRANKE-133.0259.756,Franke Indices SILKSTEEL : COLD - 133.0259.756,7.65,5.10,9.59,8.15,9.59,6.71,5.61,9.59,9.59,Franke,
FRANKE-133.0259.757,Franke Indices SILKSTEEL : FILTER - 133.0259.757,7.65,5.10,9.59,8.15,9.59,6.71,5.61,9.59,9.59,Franke,
FRANKE-133.0261.022,Franke Spout : CHROME - 133.0261.022,98.15,65.43,93.24,83.43,93.24,73.08,71.98,94.88,94.88,Franke,
FRANKE-133.0261.023,Franke Spout : SILKSTEEL - 133.0261.023,107.98,71.98,102.58,91.78,102.58,80.28,79.18,104.38,104.38,Franke,
FRANKE-133.0261.024,Franke O Ring Kit & Screw (2.5 mm) - 133.0261.024,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0263.445,Franke Soap Dispenser Plastic Tube - 133.0263.445,5.93,3.95,8.03,6.83,8.03,5.45,4.35,8.03,8.03,Franke,
FRANKE-133.0263.773,Franke Minerva spout seal - 133.0263.773,2.50,1.67,4.95,4.21,4.95,2.93,1.83,4.95,4.95,Franke,
FRANKE-133.0263.775,Franke Aerator - Chrome - 133.0263.775,12.50,8.33,11.88,10.63,11.88,10.27,9.17,12.08,12.08,Franke,
FRANKE-133.0263.776,Franke Minerva silksteel aerator - 133.0263.776,12.50,8.33,11.88,10.63,11.88,10.27,9.17,12.08,12.08,Franke,
FRANKE-133.0264.262,Franke Soap Dispenser Plastic Thread - 133.0264.262,23.70,15.80,22.52,20.15,22.52,18.48,17.38,22.91,22.91,Franke,
FRANKE-133.0265.358,Franke Fixing Kit - 133.0265.358,14.85,9.90,14.11,12.62,14.11,11.99,10.89,14.36,14.36,Franke,
FRANKE-133.0270.821,Franke Short Lever - Chrome - 133.0270.821,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0273.837,Franke Lever Screw & Cover - 133.0273.837,13.38,8.92,12.71,11.37,12.71,10.91,9.81,12.93,12.93,Franke,
FRANKE-133.0273.839,Franke Cartridge Locking Ring - 133.0273.839,8.90,5.93,10.71,9.10,10.71,7.63,6.53,10.71,10.71,Franke,
FRANKE-133.0273.891,Franke O - ring Kit - 133.0273.891,14.41,9.61,13.69,12.25,13.69,11.67,10.57,13.93,13.93,Franke,
FRANKE-133.0274.581,Franke Fixing Kit - 133.0274.581,17.00,11.33,16.15,14.45,16.15,13.57,12.47,16.43,16.43,Franke,
FRANKE-133.0274.955,Franke Spout : CHROME - 133.0274.955,105.24,70.16,99.98,89.45,99.98,78.27,77.17,101.73,101.73,Franke,
FRANKE-133.0274.957,Franke O - Ring Kit - 133.0274.957,9.90,6.60,11.61,9.87,11.61,8.36,7.26,11.61,11.61,Franke,
FRANKE-133.0274.959,Franke Flexible Tails (HOT AND COLD) - 133.0274.959,24.21,16.14,23.00,20.58,23.00,18.86,17.76,23.41,23.41,Franke,
FRANKE-133.0274.960,Franke Spout : CHROME - 133.0274.960,106.21,70.81,100.90,90.28,100.90,78.99,77.89,102.67,102.67,Franke,
FRANKE-133.0275.658,Franke Lever : COLD : CHROME - 133.0275.658,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0275.659,Franke Lever : COLD : SILKSTEEL - 133.0275.659,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0277.052,Franke Spout : SILKSTEEL - 133.0277.052,112.04,74.69,106.44,95.23,106.44,83.26,82.16,108.30,108.30,Franke,
FRANKE-133.0277.054,Franke Handle HOT : CHROME - 133.0277.054,56.38,37.58,53.56,47.92,53.56,42.44,41.34,54.50,54.50,Franke,
FRANKE-133.0277.055,Franke Handle COLD : CHROME - 133.0277.055,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0277.056,Franke Handle HOT : SILKSTEEL - 133.0277.056,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0277.057,Franke Handle COLD : SILKSTEEL - 133.0277.057,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0277.058,Franke Plinth : CHROME - 133.0277.058,13.43,8.95,12.75,11.41,12.75,10.95,9.85,12.98,12.98,Franke,
FRANKE-133.0277.059,Franke Plinth : SILKSTEEL - 133.0277.059,13.33,8.88,12.66,11.33,12.66,10.87,9.77,12.88,12.88,Franke,
FRANKE-133.0277.060,Franke Spout : CHROME - 133.0277.060,84.46,56.31,80.24,71.79,80.24,63.04,61.94,81.65,81.65,Franke,
FRANKE-133.0277.061,Franke Spout : SILKSTEEL - 133.0277.061,94.86,63.24,90.12,80.63,90.12,70.67,69.57,91.70,91.70,Franke,
FRANKE-133.0277.065,Franke Spout : CHROME - 133.0277.065,187.45,124.97,178.08,159.33,178.08,138.56,137.46,181.20,181.20,Franke,
FRANKE-133.0277.066,Franke Spout : SILKSTEEL - 133.0277.066,199.36,132.91,189.39,169.46,189.39,147.30,146.20,192.72,192.72,Franke,
FRANKE-133.0277.067,Franke O Ring Kit - 133.0277.067,7.96,5.31,9.87,8.39,9.87,6.94,5.84,9.87,9.87,Franke,
FRANKE-133.0277.068,Franke Pull Out Nozzle : CHROME - 133.0277.068,104.19,69.46,98.98,88.56,98.98,77.50,76.40,100.71,100.71,Franke,
FRANKE-133.0277.069,Franke Pull Out Nozzle : SILKSTEEL - 133.0277.069,119.84,79.89,113.85,101.86,113.85,88.98,87.88,115.84,115.84,Franke,
FRANKE-133.0277.070,Franke Antisplash - 133.0277.070,11.20,7.47,12.78,10.86,12.78,9.31,8.21,12.78,12.78,Franke,
FRANKE-133.0277.071,Franke Key for Antisplash - 133.0277.071,6.93,4.62,8.93,7.59,8.93,6.18,5.08,8.93,8.93,Franke,
FRANKE-133.0277.072,Franke Handle HOT : CHROME - 133.0277.072,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0277.073,Franke Handle COLD : CHROME - 133.0277.073,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0277.074,Franke Handle HOT : SILKSTEEL - 133.0277.074,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0277.075,Franke Handle COLD : SILKSTEEL - 133.0277.075,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0277.076,Franke Spout : CHROME - 133.0277.076,84.46,56.31,80.24,71.79,80.24,63.04,61.94,81.65,81.65,Franke,
FRANKE-133.0277.077,Franke Spout : BRUSHED NICKEL - 133.0277.077,94.86,63.24,90.12,80.63,90.12,70.67,69.57,91.70,91.70,Franke,
FRANKE-133.0278.345,Franke Sprayhead - 133.0278.345,39.59,26.39,37.61,33.65,37.61,30.13,29.03,38.27,38.27,Franke,
FRANKE-133.0280.956,Franke Magnetic Catch for Bin Lid - 133.0280.956,49.94,33.29,47.44,42.45,47.44,37.72,36.62,48.27,48.27,Franke,
FRANKE-133.0281.825,Franke Spout : CHROME - 133.0281.825,84.46,56.31,80.24,71.79,80.24,63.04,61.94,81.65,81.65,Franke,
FRANKE-133.0281.826,Franke Spout : SILKSTEEL - 133.0281.826,94.86,63.24,90.12,80.63,90.12,70.67,69.57,91.70,91.70,Franke,
FRANKE-133.0281.827,Franke O Ring Kit - 133.0281.827,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0281.828,Franke Pull Out Nozzle : CHROME - 133.0281.828,104.19,69.46,98.98,88.56,98.98,77.50,76.40,100.71,100.71,Franke,
FRANKE-133.0281.829,Franke Pull Out Nozzle: SILKSTEEL - 133.0281.829,90.98,60.65,86.43,77.33,86.43,67.82,66.72,87.94,87.94,Franke,
FRANKE-133.0281.830,Franke Flexible Hose - 133.0281.830,41.86,27.91,39.77,35.58,39.77,31.80,30.70,40.47,40.47,Franke,
FRANKE-133.0281.847,Franke Handle COLD : CHROME - 133.0281.847,51.30,34.20,48.74,43.61,48.74,38.72,37.62,49.59,49.59,Franke,
FRANKE-133.0281.848,Franke Handle COLD : SILKSTEEL - 133.0281.848,42.51,28.34,40.39,36.14,40.39,32.28,31.18,41.10,41.10,Franke,
FRANKE-133.0281.849,Franke Indicator : COLD - 133.0281.849,8.01,5.34,9.91,8.42,9.91,6.98,5.88,9.91,9.91,Franke,
FRANKE-133.0282.701,Franke Non Return Valve - 133.0282.701,27.84,18.56,26.45,23.66,26.45,21.51,20.41,26.91,26.91,Franke,
FRANKE-133.0283.256,Franke Plinth : CHROME - 133.0283.256,13.78,9.18,13.09,11.71,13.09,11.20,10.10,13.32,13.32,Franke,
FRANKE-133.0285.524,Franke Cartridge Cover : CHROME - 133.0285.524,4.25,2.83,6.53,5.55,6.53,4.22,3.12,6.53,6.53,Franke,
FRANKE-133.0285.531,Franke Aerator - 133.0285.531,16.83,11.22,15.98,14.30,15.98,13.44,12.34,16.26,16.26,Franke,
FRANKE-133.0287.897,Franke Batch-feed Stopper - 133.0287.897,7.10,4.73,9.09,7.73,9.09,6.31,5.21,9.09,9.09,Franke,
FRANKE-133.0287.905,Franke WDU Extended Flange **Not Suitable For Batch Feed Models** - 133.0287.905,55.40,36.93,52.63,47.09,52.63,41.73,40.63,53.55,53.55,Franke,
FRANKE-133.0297.302,Franke WDU Air Switch - Chrome - 133.0297.302,14.64,9.76,13.91,12.44,13.91,11.83,10.73,14.15,14.15,Franke,
FRANKE-133.0297.303,Franke WDU Air Switch Tube - 133.0297.303,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0301.195,Franke Spout : CHROME - 133.0301.195,97.73,65.15,92.84,83.07,92.84,72.77,71.67,94.47,94.47,Franke,
FRANKE-133.0301.532,Franke Pop Up Strainer Plug - 133.0301.532,21.05,14.03,20.00,17.89,20.00,16.54,15.44,20.35,20.35,Franke,
FRANKE-133.0303.644,Franke Carron Revolution Pop Up Plug - 133.0303.644,21.05,14.03,20.00,17.89,20.00,16.54,15.44,20.35,20.35,Franke,
FRANKE-133.0312.336,Franke Cold Indicator : CHROME - 133.0312.336,12.80,8.53,12.16,10.88,12.16,10.49,9.39,12.37,12.37,Franke,
FRANKE-133.0312.337,Franke Hot Indicator : CHROME - 133.0312.337,12.80,8.53,12.16,10.88,12.16,10.49,9.39,12.37,12.37,Franke,
FRANKE-133.0312.338,Franke Cold Indicator : SILKSTEEL - 133.0312.338,6.80,4.53,8.82,7.50,8.82,6.09,4.99,8.82,8.82,Franke,
FRANKE-133.0312.339,Franke Hot Indicator : SILKSTEEL - 133.0312.339,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0312.349,Franke Lever : SILKSTEEL - 133.0312.349,15.30,10.20,14.54,13.01,14.54,12.32,11.22,14.79,14.79,Franke,
FRANKE-133.0312.386,Franke Valve Body Bush - 133.0312.386,18.50,12.33,17.58,15.73,17.58,14.67,13.57,17.88,17.88,Franke,
FRANKE-133.0312.538,Franke Valve Body Bush - 133.0312.538,19.20,12.80,18.24,16.32,18.24,15.18,14.08,18.56,18.56,Franke,
FRANKE-133.0312.604,Franke Handle HOT : CHROME - 133.0312.604,44.34,29.56,42.12,37.69,42.12,33.61,32.51,42.86,42.86,Franke,
FRANKE-133.0312.605,Franke Handle HOT : BRUSHED NICKEL - 133.0312.605,42.68,28.45,40.54,36.27,40.54,32.40,31.30,41.25,41.25,Franke,
FRANKE-133.0314.606,Franke Lever COLD : CHROME - 133.0314.606,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0314.607,Franke Lever Cold : SILKSTEEL - 133.0314.607,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0314.654,Franke Spout : CHROME - 133.0314.654,69.29,46.19,65.82,58.89,65.82,51.91,50.81,66.98,66.98,Franke,
FRANKE-133.0314.655,Franke Spout : SILKSTEEL - 133.0314.655,79.19,52.79,75.23,67.31,75.23,59.17,58.07,76.55,76.55,Franke,
FRANKE-133.0314.656,Franke Handle HOT : CHROME - 133.0314.656,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0314.657,Franke Handle COLD : CHROME - 133.0314.657,48.13,32.08,45.72,40.91,45.72,36.39,35.29,46.52,46.52,Franke,
FRANKE-133.0314.658,Franke Handle HOT : SILKSTEEL - 133.0314.658,39.88,26.58,37.88,33.89,37.88,30.34,29.24,38.55,38.55,Franke,
FRANKE-133.0314.659,Franke Handle COLD : SILKSTEEL - 133.0314.659,39.88,26.58,37.88,33.89,37.88,30.34,29.24,38.55,38.55,Franke,
FRANKE-133.0316.677,Franke Hose Weight - 133.0316.677,9.00,6.00,10.80,9.18,10.80,7.70,6.60,10.80,10.80,Franke,
FRANKE-133.0319.647,Franke Spout : CHROME - 133.0319.647,84.46,56.31,80.24,71.79,80.24,63.04,61.94,81.65,81.65,Franke,
FRANKE-133.0319.648,Franke Spout : SILKSTEEL - 133.0319.648,94.86,63.24,90.12,80.63,90.12,70.67,69.57,91.70,91.70,Franke,
FRANKE-133.0319.649,Franke O Ring Kit & Screw - 133.0319.649,7.96,5.31,9.87,8.39,9.87,6.94,5.84,9.87,9.87,Franke,
FRANKE-133.0319.650,Franke Antisplash - 133.0319.650,11.76,7.84,13.29,11.29,13.29,9.73,8.63,13.29,13.29,Franke,
FRANKE-133.0319.661,Franke Spout : CHROME - 133.0319.661,84.46,56.31,80.24,71.79,80.24,63.04,61.94,81.65,81.65,Franke,
FRANKE-133.0319.662,Franke Spout : SILKSTEEL - 133.0319.662,94.86,63.24,90.12,80.63,90.12,70.67,69.57,91.70,91.70,Franke,
FRANKE-133.0319.664,Franke O Ring Kit & Screw - 133.0319.664,3.99,2.66,6.29,5.35,6.29,4.02,2.92,6.29,6.29,Franke,
FRANKE-133.0319.665,Franke Fixing Kit - 133.0319.665,28.98,19.32,27.53,24.63,27.53,22.35,21.25,28.01,28.01,Franke,
FRANKE-133.0319.666,Franke Flexible Hose - 133.0319.666,41.86,27.91,39.77,35.58,39.77,31.80,30.70,40.47,40.47,Franke,
FRANKE-133.0319.669,Franke Valve Cover : CHROME - 133.0319.669,15.55,10.37,14.77,13.22,14.77,12.50,11.40,15.03,15.03,Franke,
FRANKE-133.0329.810,Franke Sprayhead : CHROME - 133.0329.810,90.01,60.01,85.51,76.51,85.51,67.11,66.01,87.01,87.01,Franke,
FRANKE-133.0329.811,Franke Sprayhead : SILKSTEEL - 133.0329.811,76.30,50.87,72.49,64.86,72.49,57.05,55.95,73.76,73.76,Franke,
FRANKE-133.0332.886,Franke Basket Strainer Plug - 133.0332.886,19.49,12.99,18.51,16.56,18.51,15.39,14.29,18.84,18.84,Franke,
FRANKE-133.0339.743,Franke Plinth : CHROME - 133.0339.743,15.59,10.39,14.81,13.25,14.81,12.53,11.43,15.07,15.07,Franke,
FRANKE-133.0347.448,Franke Spout : CHROME - 133.0347.448,164.05,109.37,155.85,139.44,155.85,121.40,120.30,158.58,158.58,Franke,
FRANKE-133.0347.449,Franke Spout : SILKSTEEL - 133.0347.449,93.91,62.61,89.22,79.83,89.22,69.97,68.87,90.78,90.78,Franke,
FRANKE-133.0357.290,Franke Flexible Tails (HOT & COLD) - 133.0357.290,43.19,28.79,41.03,36.71,41.03,32.77,31.67,41.75,41.75,Franke,
FRANKE-133.0357.291,Franke Aerator - 133.0357.291,11.86,7.91,13.38,11.37,13.38,9.80,8.70,13.38,13.38,Franke,
FRANKE-133.0357.954,Franke Cartridge Cover : CHROME (Threaded) - 133.0357.954,11.24,7.49,12.81,10.89,12.81,9.34,8.24,12.81,12.81,Franke,
FRANKE-133.0357.955,Franke Cartridge Cover : SILKSTEEL (Threaded) - 133.0357.955,10.34,6.89,12.00,10.20,12.00,8.68,7.58,12.00,12.00,Franke,
FRANKE-133.0358.051,Franke Spout : CHROME - 133.0358.051,78.54,52.36,74.61,66.76,74.61,58.69,57.59,75.92,75.92,Franke,
FRANKE-133.0358.052,Franke Spout : BRUSHED NICKEL - 133.0358.052,78.54,52.36,74.61,66.76,74.61,58.69,57.59,75.92,75.92,Franke,
FRANKE-133.0358.053,Franke Valve : HOT - 133.0358.053,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0358.055,Franke Valve : COLD - 133.0358.055,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0358.056,Franke Hot Valve - 133.0358.056,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0358.057,Franke Cold Valve - 133.0358.057,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0358.165,Franke Valve : COLD - 133.0358.165,29.31,19.54,27.85,24.92,27.85,22.60,21.50,28.34,28.34,Franke,
FRANKE-133.0358.167,Franke Valve : HOT - 133.0358.167,29.31,19.54,27.85,24.92,27.85,22.60,21.50,28.34,28.34,Franke,
FRANKE-133.0358.357,Franke Weight for Hose - 133.0358.357,16.88,11.25,16.03,14.34,16.03,13.48,12.38,16.31,16.31,Franke,
FRANKE-133.0358.360,Franke Spout : CHROME - 133.0358.360,88.90,59.27,84.46,75.57,84.46,66.29,65.19,85.94,85.94,Franke,
FRANKE-133.0358.372,Franke Spout : Brushed Nickel - 133.0358.372,81.60,54.40,77.52,69.36,77.52,60.94,59.84,78.88,78.88,Franke,
FRANKE-133.0358.376,Franke Aerator : CHROME - 133.0358.376,11.86,7.91,13.38,11.37,13.38,9.80,8.70,13.38,13.38,Franke,
FRANKE-133.0359.218,Franke Spout : CHROME - 133.0359.218,89.09,59.39,84.63,75.72,84.63,66.43,65.33,86.12,86.12,Franke,
FRANKE-133.0359.219,Franke Spout : SILKSTEEL - 133.0359.219,96.65,64.43,91.82,82.15,91.82,71.98,70.88,93.43,93.43,Franke,
FRANKE-133.0359.356,Franke Spout Fixing Nut : SILKSTEEL - 133.0359.356,8.48,5.65,10.33,8.78,10.33,7.32,6.22,10.33,10.33,Franke,
FRANKE-133.0365.644,Franke Sprayhead : CHROME - 133.0365.644,66.51,44.34,63.19,56.54,63.19,49.88,48.78,64.30,64.30,Franke,
FRANKE-133.0365.654,Franke Valve Removal Tool - 133.0365.654,36.95,24.63,35.10,31.41,35.10,28.20,27.10,35.72,35.72,Franke,
FRANKE-133.0365.660,Franke Antisplash : CHROME - 133.0365.660,13.60,9.07,12.92,11.56,12.92,11.07,9.97,13.15,13.15,Franke,
FRANKE-133.0365.662,Franke Sprayhead : CHROME - 133.0365.662,100.41,66.94,95.39,85.35,95.39,74.74,73.64,97.07,97.07,Franke,
FRANKE-133.0365.663,Franke Sprayhead : SILKSTEEL - 133.0365.663,147.01,98.01,139.66,124.96,139.66,108.91,107.81,142.11,142.11,Franke,
FRANKE-133.0372.710,Franke Helix/Mondial mixer cartridge 90 degrees - 133.0372.710,42.28,28.18,40.16,35.93,40.16,32.10,31.00,40.87,40.87,Franke,
FRANKE-133.0372.749,Franke Allen wrench kit (Helix&Mondial) - 133.0372.749,2.70,1.80,5.13,4.36,5.13,3.08,1.98,5.13,5.13,Franke,
FRANKE-133.0372.795,Franke Aerator : CHROME - 133.0372.795,12.61,8.41,11.98,10.72,11.98,10.35,9.25,12.19,12.19,Franke,
FRANKE-133.0375.485,Franke Aerator - 133.0375.485,10.36,6.91,12.03,10.22,12.03,8.70,7.60,12.03,12.03,Franke,
FRANKE-133.0375.487,Franke Flexible Tails (HOT and COLD) - 133.0375.487,26.08,17.38,24.77,22.16,24.77,20.22,19.12,25.21,25.21,Franke,
FRANKE-133.0375.489,Franke O Ring kit - 133.0375.489,8.88,5.92,10.69,9.08,10.69,7.61,6.51,10.69,10.69,Franke,
FRANKE-133.0375.490,Franke Non Return Valve (SINGLE) - 133.0375.490,7.65,5.10,9.59,8.15,9.59,6.71,5.61,9.59,9.59,Franke,
FRANKE-133.0375.601,Franke Antisplash - 133.0375.601,11.20,7.47,12.78,10.86,12.78,9.31,8.21,12.78,12.78,Franke,
FRANKE-133.0375.603,Franke O Ring Kit - 133.0375.603,7.59,5.06,9.53,8.10,9.53,6.66,5.56,9.53,9.53,Franke,
FRANKE-133.0375.604,Franke Handle (SINGLE HOT OR COLD) - 133.0375.604,42.54,28.36,40.41,36.16,40.41,32.29,31.19,41.12,41.12,Franke,
FRANKE-133.0375.605,Franke Valve : HOT - 133.0375.605,18.13,12.08,17.22,15.41,17.22,14.39,13.29,17.52,17.52,Franke,
FRANKE-133.0375.606,Franke Valve : COLD - 133.0375.606,18.13,12.08,17.22,15.41,17.22,14.39,13.29,17.52,17.52,Franke,
FRANKE-133.0375.607,Franke Fixing Kit - 133.0375.607,26.68,17.78,25.34,22.67,25.34,20.66,19.56,25.79,25.79,Franke,
FRANKE-133.0375.608,Franke Flexible tails (HOT AND COLD) - 133.0375.608,26.08,17.38,24.77,22.16,24.77,20.22,19.12,25.21,25.21,Franke,
FRANKE-133.0375.743,Franke Aerator - 133.0375.743,13.60,9.07,12.92,11.56,12.92,11.07,9.97,13.15,13.15,Franke,
FRANKE-133.0375.745,Franke O Ring Kit - 133.0375.745,7.59,5.06,9.53,8.10,9.53,6.66,5.56,9.53,9.53,Franke,
FRANKE-133.0375.747,Franke Valve : HOT - 133.0375.747,18.13,12.08,17.22,15.41,17.22,14.39,13.29,17.52,17.52,Franke,
FRANKE-133.0375.748,Franke Valve : COLD - 133.0375.748,18.13,12.08,17.22,15.41,17.22,14.39,13.29,17.52,17.52,Franke,
FRANKE-133.0376.758,Franke Base O - Ring - 133.0376.758,2.88,1.92,5.29,4.49,5.29,3.21,2.11,5.29,5.29,Franke,
FRANKE-133.0376.760,Franke Base O-ring - 133.0376.760,2.88,1.92,5.29,4.49,5.29,3.21,2.11,5.29,5.29,Franke,
FRANKE-133.0376.802,Franke Handle HOT : CHROME - 133.0376.802,46.00,30.67,43.70,39.10,43.70,34.83,33.73,44.47,44.47,Franke,
FRANKE-133.0376.803,Franke Handle HOT : BRUSHED NICKEL - 133.0376.803,46.68,31.12,44.34,39.67,44.34,35.33,34.23,45.12,45.12,Franke,
FRANKE-133.0376.804,Franke Fixing Kit - 133.0376.804,28.19,18.79,26.78,23.96,26.78,21.77,20.67,27.25,27.25,Franke,
FRANKE-133.0377.191,Franke Plinth : CHROME - 133.0377.191,20.54,13.69,19.51,17.46,19.51,16.16,15.06,19.85,19.85,Franke,
FRANKE-133.0377.192,Franke Fixing Kit - 133.0377.192,32.61,21.74,30.98,27.72,30.98,25.02,23.92,31.53,31.53,Franke,
FRANKE-133.0378.425,Franke Flexible Hose - 133.0378.425,85.11,56.74,80.86,72.35,80.86,63.52,62.42,82.28,82.28,Franke,
FRANKE-133.0378.505,Franke Sprayhead : CHROME - 133.0378.505,274.73,183.15,260.99,233.52,260.99,202.57,201.47,265.57,265.57,Franke,
FRANKE-133.0385.778,Franke Helix/Mondial flexi tail cold - 133.0385.778,18.75,12.50,17.81,15.94,17.81,14.85,13.75,18.13,18.13,Franke,
FRANKE-133.0385.779,Franke Helix/Mondial flexi tail hot - 133.0385.779,18.75,12.50,17.81,15.94,17.81,14.85,13.75,18.13,18.13,Franke,
FRANKE-133.0385.812,Franke Aerator - 133.0385.812,12.50,8.33,11.88,10.63,11.88,10.27,9.17,12.08,12.08,Franke,
FRANKE-133.0385.832,Franke Spanner PPS (Mondial) - 133.0385.832,2.50,1.67,4.95,4.21,4.95,2.93,1.83,4.95,4.95,Franke,
FRANKE-133.0385.944,Franke J Shaped Spout - Stainless Steel - 133.0385.944,68.75,45.83,65.31,58.44,65.31,51.52,50.42,66.46,66.46,Franke,
FRANKE-133.0385.945,Franke Spout - Stainless Steel - 133.0385.945,68.75,45.83,65.31,58.44,65.31,51.52,50.42,66.46,66.46,Franke,
FRANKE-133.0385.946,Franke Helix/Mondial Spout O ring x1 - 133.0385.946,2.50,1.67,4.95,4.21,4.95,2.93,1.83,4.95,4.95,Franke,
FRANKE-133.0386.023,Franke Boiling Water Handle - Stainless Steel - 133.0386.023,56.25,37.50,53.44,47.81,53.44,42.35,41.25,54.38,54.38,Franke,
FRANKE-133.0391.835,Franke Push Knob with Clicker - 133.0391.835,34.08,22.72,32.37,28.96,32.37,26.09,24.99,32.94,32.94,Franke,
FRANKE-133.0392.747,Franke Sprayhead - 133.0392.747,107.95,71.97,102.55,91.76,102.55,80.26,79.16,104.35,104.35,Franke,
FRANKE-133.0393.434,Franke Flexible tail (Hose Connector) - 133.0393.434,32.58,21.72,30.95,27.69,30.95,24.99,23.89,31.49,31.49,Franke,
FRANKE-133.0395.083,Franke KBK Small Non-Sealing Waste - 133.0395.083,46.74,31.16,44.40,39.73,44.40,35.37,34.27,45.18,45.18,Franke,
FRANKE-133.0426.220,Franke Cartridge Cover : BRASS - 133.0426.220,14.18,9.45,13.47,12.05,13.47,11.50,10.40,13.70,13.70,Franke,
FRANKE-133.0426.221,Franke Plinth : BRASS - 133.0426.221,14.69,9.79,13.95,12.48,13.95,11.87,10.77,14.20,14.20,Franke,
FRANKE-133.0428.699,Franke Handle COLD : CHROME - 133.0428.699,43.95,29.30,41.75,37.36,41.75,33.33,32.23,42.49,42.49,Franke,
FRANKE-133.0428.700,Franke Handle COLD : BRUSHED NICKEL - 133.0428.700,43.95,29.30,41.75,37.36,41.75,33.33,32.23,42.49,42.49,Franke,
FRANKE-133.0429.002,Franke Handle HOT : CHROME - 133.0429.002,46.00,30.67,43.70,39.10,43.70,34.83,33.73,44.47,44.47,Franke,
FRANKE-133.0429.003,Franke Handle COLD : CHROME - 133.0429.003,48.30,32.20,45.89,41.06,45.89,36.52,35.42,46.69,46.69,Franke,
FRANKE-133.0429.004,Franke Handle HOT : CHROME - 133.0429.004,48.30,32.20,45.89,41.06,45.89,36.52,35.42,46.69,46.69,Franke,
FRANKE-133.0429.005,Franke Handle COLD : CHROME - 133.0429.005,48.30,32.20,45.89,41.06,45.89,36.52,35.42,46.69,46.69,Franke,
FRANKE-133.0429.124,Franke Valve Cover : CHROME - 133.0429.124,13.75,9.17,13.06,11.69,13.06,11.18,10.08,13.29,13.29,Franke,
FRANKE-133.0429.125,Franke Valve Cover : SILKSTEEL - 133.0429.125,14.15,9.43,13.44,12.03,13.44,11.48,10.38,13.68,13.68,Franke,
FRANKE-133.0429.129,Franke Handle COLD : CHROME - 133.0429.129,43.95,29.30,41.75,37.36,41.75,33.33,32.23,42.49,42.49,Franke,
FRANKE-133.0429.130,Franke Handle COLD : BRUSHED NICKEL - 133.0429.130,43.95,29.30,41.75,37.36,41.75,33.33,32.23,42.49,42.49,Franke,
FRANKE-133.0429.231,Franke Plinth : CHROME - 133.0429.231,15.30,10.20,14.54,13.01,14.54,12.32,11.22,14.79,14.79,Franke,
